"Diseases & Risk Factors","Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2013","Nepal","South-East Asia Region","Males","","9.7108088","6.4402208","13.977927","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2013","Nepal","South-East Asia Region","Females","","8.5865459","5.5305352","12.465281","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2014","Nepal","South-East Asia Region","Total","","8.9950733","6.5856738","11.859575","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2014","Nepal","South-East Asia Region","Males","","9.7676287","6.4137092","14.200907","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2014","Nepal","South-East Asia Region","Females","","8.2994366","5.1859584","12.204605","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2015","Nepal","South-East Asia Region","Total","","8.8711443","6.3768258","11.879149","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2015","Nepal","South-East Asia Region","Males","","9.8325281","6.3049555","14.397444","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2015","Nepal","South-East Asia Region","Females","","8.0240488","4.8754926","12.031898","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2016","Nepal","South-East Asia Region","Total","","8.7560682","6.1369624","11.900665","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2016","Nepal","South-East Asia Region","Males","","9.9055958","6.1608067","14.771141","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2016","Nepal","South-East Asia Region","Females","","7.7590985","4.5210471","11.954648","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2017","Nepal","South-East Asia Region","Total","","8.6483221","5.9330354","11.928992","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2017","Nepal","South-East Asia Region","Males","","9.9842319","6.0093021","15.179674","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2017","Nepal","South-East Asia Region","Females","","7.5029397","4.1753454","11.952169","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2018","Nepal","South-East Asia Region","Total","","8.5461702","5.6989584","12.044007","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2018","Nepal","South-East Asia Region","Males","","10.066348","5.8671055","15.629244","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2018","Nepal","South-East Asia Region","Females","","7.2543755","3.8521163","11.955624","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2019","Nepal","South-East Asia Region","Total","","8.4505081","5.4909806","12.13213","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2019","Nepal","South-East Asia Region","Males","","10.152924","5.7083702","16.062082","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2019","Nepal","South-East Asia Region","Females","","7.0138774","3.5372355","11.892477","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2020","Nepal","South-East Asia Region","Total","","8.3678169","5.2682323","12.29326","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2020","Nepal","South-East Asia Region","Males","","10.245381","5.5440526","16.510386","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2020","Nepal","South-East Asia Region","Females","","6.7823186","3.2279027","11.940207","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2021","Nepal","South-East Asia Region","Total","","8.2990828","5.0526967","12.48506","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2021","Nepal","South-East Asia Region","Males","","10.344032","5.3143373","17.151251","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2021","Nepal","South-East Asia Region","Females","","6.5598273","2.9406846","12.026246","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2022","Nepal","South-East Asia Region","Total","","8.2337427","4.8565226","12.676653","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2022","Nepal","South-East Asia Region","Males","","10.44835","5.1469116","17.739437","",
"Cardiovascular diseases","Physical inactivity, adults aged 18+","","2022","Nepal","South-East Asia Region","Females","","6.3460498","2.697094","12.111298","",
"Cardiovascular diseases","Heavy episodic drinking, adults aged 15+","","2010","Nepal","South-East Asia Region","Total","","11.8","10.4","13.3","",
"Cardiovascular diseases","Heavy episodic drinking, adults aged 15+","","2016","Nepal","South-East Asia Region","Total","","9.8","8.6","11.1","",
"Cardiovascular diseases","Heavy episodic drinking, adults aged 15+","","2016","Nepal","South-East Asia Region","Males","","17.7","15.6","19.8","",
"Cardiovascular diseases","Heavy episodic drinking, adults aged 15+","","2016","Nepal","South-East Asia Region","Females","","2.8","2.3","3.3","",
"Cardiovascular diseases","Total alcohol per capita consumption","","2000","Nepal","South-East Asia Region","Total","","0.2","0","0.71","",
"Cardiovascular diseases","Total alcohol per capita consumption","","2000","Nepal","South-East Asia Region","Males","","0.33","0","1.19","",
"Cardiovascular diseases","Total alcohol per capita consumption","","2000","Nepal","South-East Asia Region","Females","","0.064","0","0.23","",
"Cardiovascular diseases","Total alcohol per capita consumption","","2005","Nepal","South-East Asia Region","Total","","0.31","0","0.94","",
"Cardiovascular diseases","Total alcohol per capita consumption","","2005","Nepal","South-East Asia Region","Males","","0.53","0","1.59","",
"Cardiovascular diseases","Total alcohol per capita consumption","","2005","Nepal","South-East Asia Region","Females","","0.1","0","0.31","",
"Cardiovascular diseases","Total alcohol per capita consumption","","2010","Nepal","South-East Asia Region","Total","","0.95","0.17","2","",
"Cardiovascular diseases","Total alcohol per capita consumption","","2010","Nepal","South-East Asia Region","Males","","1.65","0.29","3.48","",
"Cardiovascular diseases","Total alcohol per capita consumption","","2010","Nepal","South-East Asia Region","Females","","0.32","0.057","0.69","",
"Cardiovascular diseases","Total alcohol per capita consumption","","2015","Nepal","South-East Asia Region","Total","","1.22","0.24","2.45","",
"Cardiovascular diseases","Total alcohol per capita consumption","","2015","Nepal","South-East Asia Region","Males","","2.14","0.41","4.33","",
"Cardiovascular diseases","Total alcohol per capita consumption","","2015","Nepal","South-East Asia Region","Females","","0.43","0.082","0.86","",
"Cardiovascular diseases","Total alcohol per capita consumption","","2019","Nepal","South-East Asia Region","Total","","1.36","0.3","2.66","",
"Cardiovascular diseases","Total alcohol per capita consumption","","2019","Nepal","South-East Asia Region","Males","","2.4","0.53","4.69","",
"Cardiovascular diseases","Total alcohol per capita consumption","","2019","Nepal","South-East Asia Region","Females","","0.48","0.11","0.94","",
"Diabetes","Number of deaths due to diabetes","","2000","Nepal","South-East Asia Region","Total","","1345.649","729.0085","2261.344","",
"Diabetes","Number of deaths due to diabetes","","2000","Nepal","South-East Asia Region","Males","","633.3533","349.3784","1066.237","",
"Diabetes","Number of deaths due to diabetes","","2000","Nepal","South-East Asia Region","Females","","712.2961","379.63","1195.106","",
"Diabetes","Number of deaths due to diabetes","","2001","Nepal","South-East Asia Region","Total","","1395.954","760.8705","2341.672","",
"Diabetes","Number of deaths due to diabetes","","2001","Nepal","South-East Asia Region","Males","","657.8481","363.4348","1108.371","",
"Diabetes","Number of deaths due to diabetes","","2001","Nepal","South-East Asia Region","Females","","738.1061","397.4357","1233.302","",
"Diabetes","Number of deaths due to diabetes","","2002","Nepal","South-East Asia Region","Total","","1475.444","802.1689","2475.238","",
"Diabetes","Number of deaths due to diabetes","","2002","Nepal","South-East Asia Region","Males","","691.5483","381.2433","1170.181","",
"Diabetes","Number of deaths due to diabetes","","2002","Nepal","South-East Asia Region","Females","","783.8958","420.9255","1305.057","",
"Diabetes","Number of deaths due to diabetes","","2003","Nepal","South-East Asia Region","Total","","1573.438","859.8657","2618.011","",
"Diabetes","Number of deaths due to diabetes","","2003","Nepal","South-East Asia Region","Males","","745.8525","412.7868","1251.97","",
"Diabetes","Number of deaths due to diabetes","","2003","Nepal","South-East Asia Region","Females","","827.5859","447.0789","1366.041","",
"Diabetes","Number of deaths due to diabetes","","2004","Nepal","South-East Asia Region","Total","","1653.579","906.5001","2745.614","",
"Diabetes","Number of deaths due to diabetes","","2004","Nepal","South-East Asia Region","Males","","803.8176","446.2125","1344.823","",
"Diabetes","Number of deaths due to diabetes","","2004","Nepal","South-East Asia Region","Females","","849.761","460.2876","1400.792","",
"Diabetes","Number of deaths due to diabetes","","2005","Nepal","South-East Asia Region","Total","","1806.557","990.5673","2984.303","",
"Diabetes","Number of deaths due to diabetes","","2005","Nepal","South-East Asia Region","Males","","902.0499","501.8228","1500.448","",
"Diabetes","Number of deaths due to diabetes","","2005","Nepal","South-East Asia Region","Females","","904.5076","488.7445","1483.856","",
"Diabetes","Number of deaths due to diabetes","","2006","Nepal","South-East Asia Region","Total","","1968.212","1082.924","3234.994","",
"Diabetes","Number of deaths due to diabetes","","2006","Nepal","South-East Asia Region","Males","","1001.485","560.5101","1655.354","",
"Diabetes","Number of deaths due to diabetes","","2006","Nepal","South-East Asia Region","Females","","966.7264","522.4137","1579.64","",
"Diabetes","Number of deaths due to diabetes","","2007","Nepal","South-East Asia Region","Total","","2123.196","1169.977","3468.159","",
"Diabetes","Number of deaths due to diabetes","","2007","Nepal","South-East Asia Region","Males","","1085.431","610.1398","1768.804","",
"Diabetes","Number of deaths due to diabetes","","2007","Nepal","South-East Asia Region","Females","","1037.765","559.8369","1699.355","",
"Diabetes","Number of deaths due to diabetes","","2008","Nepal","South-East Asia Region","Total","","2310.193","1275.295","3771.893","",
"Diabetes","Number of deaths due to diabetes","","2008","Nepal","South-East Asia Region","Males","","1195.219","674.4504","1945.879","",
"Diabetes","Number of deaths due to diabetes","","2008","Nepal","South-East Asia Region","Females","","1114.974","600.845","1826.014","",
"Diabetes","Number of deaths due to diabetes","","2009","Nepal","South-East Asia Region","Total","","2521.63","1389.28","4124.868","",
"Diabetes","Number of deaths due to diabetes","","2009","Nepal","South-East Asia Region","Males","","1326.661","747.3815","2158.434","",
"Diabetes","Number of deaths due to diabetes","","2009","Nepal","South-East Asia Region","Females","","1194.969","641.8986","1966.434","",
"Diabetes","Number of deaths due to diabetes","","2010","Nepal","South-East Asia Region","Total","","2699.052","1482.577","4431.52","",
"Diabetes","Number of deaths due to diabetes","","2010","Nepal","South-East Asia Region","Males","","1422.245","798.3306","2321.235","",
"Diabetes","Number of deaths due to diabetes","","2010","Nepal","South-East Asia Region","Females","","1276.807","684.2466","2110.285","",
"Diabetes","Number of deaths due to diabetes","","2011","Nepal","South-East Asia Region","Total","","2951.674","1614.29","4850.873","",
"Diabetes","Number of deaths due to diabetes","","2011","Nepal","South-East Asia Region","Males","","1555.731","873.2428","2545.263","",
"Diabetes","Number of deaths due to diabetes","","2011","Nepal","South-East Asia Region","Females","","1395.943","741.0471","2305.611","",
"Diabetes","Number of deaths due to diabetes","","2012","Nepal","South-East Asia Region","Total","","3177.451","1733.241","5241.34","",
"Diabetes","Number of deaths due to diabetes","","2012","Nepal","South-East Asia Region","Males","","1658.947","931.8553","2726.214","",
"Diabetes","Number of deaths due to diabetes","","2012","Nepal","South-East Asia Region","Females","","1518.504","801.3853","2515.126","",
"Diabetes","Number of deaths due to diabetes","","2013","Nepal","South-East Asia Region","Total","","3366.999","1827.269","5577.577","",
"Diabetes","Number of deaths due to diabetes","","2013","Nepal","South-East Asia Region","Males","","1737.285","971.1642","2861.679","",
"Diabetes","Number of deaths due to diabetes","","2013","Nepal","South-East Asia Region","Females","","1629.714","856.1044","2715.898","",
"Diabetes","Number of deaths due to diabetes","","2014","Nepal","South-East Asia Region","Total","","3574.083","1926.281","5962.104","",
"Diabetes","Number of deaths due to diabetes","","2014","Nepal","South-East Asia Region","Males","","1823.492","1009.774","3022.832","",
"Diabetes","Number of deaths due to diabetes","","2014","Nepal","South-East Asia Region","Females","","1750.591","916.5071","2939.272","",
"Diabetes","Number of deaths due to diabetes","","2015","Nepal","South-East Asia Region","Total","","3713.688","2004.985","6221.529","",
"Diabetes","Number of deaths due to diabetes","","2015","Nepal","South-East Asia Region","Males","","1870.263","1038.353","3117.864","",
"Diabetes","Number of deaths due to diabetes","","2015","Nepal","South-East Asia Region","Females","","1843.425","966.6326","3103.665","",
"Diabetes","Number of deaths due to diabetes","","2016","Nepal","South-East Asia Region","Total","","3870.567","2073.555","6506.263","",
"Diabetes","Number of deaths due to diabetes","","2016","Nepal","South-East Asia Region","Males","","1902.02","1052.655","3176.08","",
"Diabetes","Number of deaths due to diabetes","","2016","Nepal","South-East Asia Region","Females","","1968.548","1020.9","3330.183","",
"Diabetes","Number of deaths due to diabetes","","2017","Nepal","South-East Asia Region","Total","","4033.808","2146.708","6802.162","",
"Diabetes","Number of deaths due to diabetes","","2017","Nepal","South-East Asia Region","Males","","1965.633","1080.304","3297.386","",
"Diabetes","Number of deaths due to diabetes","","2017","Nepal","South-East Asia Region","Females","","2068.175","1066.404","3504.776","",
"Diabetes","Number of deaths due to diabetes","","2018","Nepal","South-East Asia Region","Total","","4230.273","2237.69","7141.804","",
"Diabetes","Number of deaths due to diabetes","","2018","Nepal","South-East Asia Region","Males","","2057.763","1124.266","3457.268","",
"Diabetes","Number of deaths due to diabetes","","2018","Nepal","South-East Asia Region","Females","","2172.51","1113.424","3684.536","",
"Diabetes","Number of deaths due to diabetes","","2019","Nepal","South-East Asia Region","Total","","4391.743","2311.168","7432.822","",
"Diabetes","Number of deaths due to diabetes","","2019","Nepal","South-East Asia Region","Males","","2135.681","1160.956","3587.979","",
"Diabetes","Number of deaths due to diabetes","","2019","Nepal","South-East Asia Region","Females","","2256.062","1150.212","3844.843","",
"Diabetes","Diabetes age-standardized death rate","","2000","Nepal","South-East Asia Region","Total","","12.34221944","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2000","Nepal","South-East Asia Region","Males","","11.14325802","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2000","Nepal","South-East Asia Region","Females","","12.64576361","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2001","Nepal","South-East Asia Region","Total","","12.42329548","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2001","Nepal","South-East Asia Region","Males","","11.2396191","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2001","Nepal","South-East Asia Region","Females","","12.70725538","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2002","Nepal","South-East Asia Region","Total","","12.68364353","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2002","Nepal","South-East Asia Region","Males","","11.64866519","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2002","Nepal","South-East Asia Region","Females","","12.93012441","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2003","Nepal","South-East Asia Region","Total","","13.14186911","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2003","Nepal","South-East Asia Region","Males","","12.24074113","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2003","Nepal","South-East Asia Region","Females","","13.27294282","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2004","Nepal","South-East Asia Region","Total","","13.4304072","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2004","Nepal","South-East Asia Region","Males","","12.705488","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2004","Nepal","South-East Asia Region","Females","","13.4002744","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2005","Nepal","South-East Asia Region","Total","","14.15783817","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2005","Nepal","South-East Asia Region","Males","","13.61618111","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2005","Nepal","South-East Asia Region","Females","","13.93794801","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2006","Nepal","South-East Asia Region","Total","","14.74729977","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2006","Nepal","South-East Asia Region","Males","","14.45364012","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2006","Nepal","South-East Asia Region","Females","","14.32126701","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2007","Nepal","South-East Asia Region","Total","","15.28746177","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2007","Nepal","South-East Asia Region","Males","","15.05285696","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2007","Nepal","South-East Asia Region","Females","","14.81487831","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2008","Nepal","South-East Asia Region","Total","","16.05042251","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2008","Nepal","South-East Asia Region","Males","","15.93672671","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2008","Nepal","South-East Asia Region","Females","","15.45396003","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2009","Nepal","South-East Asia Region","Total","","16.98232551","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2009","Nepal","South-East Asia Region","Males","","17.04389228","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2009","Nepal","South-East Asia Region","Females","","16.19699385","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2010","Nepal","South-East Asia Region","Total","","17.79010109","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2010","Nepal","South-East Asia Region","Males","","17.79139517","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2010","Nepal","South-East Asia Region","Females","","17.05140914","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2011","Nepal","South-East Asia Region","Total","","18.83019269","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2011","Nepal","South-East Asia Region","Males","","19.04989989","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2011","Nepal","South-East Asia Region","Females","","17.95655024","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2012","Nepal","South-East Asia Region","Total","","19.79344151","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2012","Nepal","South-East Asia Region","Males","","20.11898248","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2012","Nepal","South-East Asia Region","Females","","18.89871071","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2013","Nepal","South-East Asia Region","Total","","20.60066014","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2013","Nepal","South-East Asia Region","Males","","20.979462","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2013","Nepal","South-East Asia Region","Females","","19.73154369","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2014","Nepal","South-East Asia Region","Total","","21.554614","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2014","Nepal","South-East Asia Region","Males","","21.95078204","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2014","Nepal","South-East Asia Region","Females","","20.72782617","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2015","Nepal","South-East Asia Region","Total","","22.1324002","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2015","Nepal","South-East Asia Region","Males","","22.36699696","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2015","Nepal","South-East Asia Region","Females","","21.47458049","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2016","Nepal","South-East Asia Region","Total","","22.45846031","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2016","Nepal","South-East Asia Region","Males","","22.5102115","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2016","Nepal","South-East Asia Region","Females","","22.02135677","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2017","Nepal","South-East Asia Region","Total","","22.70652497","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2017","Nepal","South-East Asia Region","Males","","22.81230321","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2017","Nepal","South-East Asia Region","Females","","22.27428155","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2018","Nepal","South-East Asia Region","Total","","23.10731946","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2018","Nepal","South-East Asia Region","Males","","23.29858361","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2018","Nepal","South-East Asia Region","Females","","22.6348205","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2019","Nepal","South-East Asia Region","Total","","23.35892563","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2019","Nepal","South-East Asia Region","Males","","23.58167581","no data","no data","",
"Diabetes","Diabetes age-standardized death rate","","2019","Nepal","South-East Asia Region","Females","","22.87712279","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2000","Nepal","South-East Asia Region","Total","","57.63407386","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2000","Nepal","South-East Asia Region","Males","","73.15935185","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2000","Nepal","South-East Asia Region","Females","","43.82943983","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2001","Nepal","South-East Asia Region","Total","","55.48989893","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2001","Nepal","South-East Asia Region","Males","","71.45842685","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2001","Nepal","South-East Asia Region","Females","","41.2577115","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2002","Nepal","South-East Asia Region","Total","","53.42119637","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2002","Nepal","South-East Asia Region","Males","","67.75805304","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2002","Nepal","South-East Asia Region","Females","","40.77330601","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2003","Nepal","South-East Asia Region","Total","","51.77914674","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2003","Nepal","South-East Asia Region","Males","","65.26370576","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2003","Nepal","South-East Asia Region","Females","","39.62633737","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2004","Nepal","South-East Asia Region","Total","","51.1647186","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2004","Nepal","South-East Asia Region","Males","","64.11031584","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2004","Nepal","South-East Asia Region","Females","","38.91904192","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2005","Nepal","South-East Asia Region","Total","","51.15956678","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2005","Nepal","South-East Asia Region","Males","","62.98795031","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2005","Nepal","South-East Asia Region","Females","","39.36332133","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2006","Nepal","South-East Asia Region","Total","","50.06344683","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2006","Nepal","South-East Asia Region","Males","","61.32279386","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2006","Nepal","South-East Asia Region","Females","","38.39926666","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2007","Nepal","South-East Asia Region","Total","","49.13372977","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2007","Nepal","South-East Asia Region","Males","","59.33899342","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2007","Nepal","South-East Asia Region","Females","","38.45971819","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2008","Nepal","South-East Asia Region","Total","","48.81403874","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2008","Nepal","South-East Asia Region","Males","","58.06732989","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2008","Nepal","South-East Asia Region","Females","","38.89479061","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2009","Nepal","South-East Asia Region","Total","","49.19925636","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2009","Nepal","South-East Asia Region","Males","","57.8047686","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2009","Nepal","South-East Asia Region","Females","","39.6453764","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2010","Nepal","South-East Asia Region","Total","","49.27390167","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2010","Nepal","South-East Asia Region","Males","","57.16463595","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2010","Nepal","South-East Asia Region","Females","","40.48435244","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2011","Nepal","South-East Asia Region","Total","","48.22041057","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2011","Nepal","South-East Asia Region","Males","","55.94944883","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2011","Nepal","South-East Asia Region","Females","","39.60665892","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2012","Nepal","South-East Asia Region","Total","","47.26580777","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2012","Nepal","South-East Asia Region","Males","","54.89148903","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2012","Nepal","South-East Asia Region","Females","","38.93484862","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2013","Nepal","South-East Asia Region","Total","","46.38244925","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2013","Nepal","South-East Asia Region","Males","","53.93195884","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2013","Nepal","South-East Asia Region","Females","","38.33462958","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2014","Nepal","South-East Asia Region","Total","","45.93382013","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2014","Nepal","South-East Asia Region","Males","","53.33850718","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2014","Nepal","South-East Asia Region","Females","","38.22077897","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2015","Nepal","South-East Asia Region","Total","","45.56234486","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2015","Nepal","South-East Asia Region","Males","","52.84806352","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2015","Nepal","South-East Asia Region","Females","","38.17055855","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2016","Nepal","South-East Asia Region","Total","","44.38974018","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2016","Nepal","South-East Asia Region","Males","","51.87020718","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2016","Nepal","South-East Asia Region","Females","","37.16207932","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2017","Nepal","South-East Asia Region","Total","","43.90140509","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2017","Nepal","South-East Asia Region","Males","","51.58053286","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2017","Nepal","South-East Asia Region","Females","","36.6030143","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2018","Nepal","South-East Asia Region","Total","","43.85816791","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2018","Nepal","South-East Asia Region","Males","","51.68911041","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2018","Nepal","South-East Asia Region","Females","","36.44083849","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2019","Nepal","South-East Asia Region","Total","","43.88840379","no data","no data","",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2019","Nepal","South-East Asia Region","Males","","51.79465735","no data","no data","",
